Producto base;Descripción diseño;ID ensayo;Nombre formulación;Fecha ensayo;Resultado;Materia prima;% peso;Motivo / comentario;Producto final;Fórmula OK;Riquezas;Spec_Descripcion;Spec_Aspecto;Spec_Color;Spec_Densidad;Spec_pH;Spec_Quimica;Validacion_JSON;Fecha_Validacion
RAYKAT ROOT ECO COREA;Formulación con microelementos y aminoácidos adaptada para mercado Corea, orientada a estabilidad, viscosidad y homogeneidad.;ID-209;CALIDAD - RAYKAT ROOT ECO COREA F1 R2;26/08/2025;NOK;SULFATO DE ZINC MONOHIDRATADO;1,6;Formó bolitas de goma. Se repite hidratación de la goma y se pasa por turrax. Fallo típico por hidratación incompleta que genera microaglomerados insolubles.;RAYKAT ROOT ECO COREA;ID-255 || CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;La versión final mantiene una matriz estable sin posos, con el 4% de nitrógeno solicitado y una reología adecuada para su uso. Los ajustes en goma y monoetanolamina permitieron asegurar compatibilidad total. Se cumplen completamente los requisitos de diseño y de mercado.;;;;;;;;
RAYKAT ROOT ECO COREA;Formulación con microelementos y aminoácidos adaptada para mercado Corea, orientada a estabilidad, viscosidad y homogeneidad.;ID-209;CALIDAD - RAYKAT ROOT ECO COREA F1 R2;26/08/2025;NOK;KELIK BORO;3,5;Formó bolitas de goma. Se repite hidratación de la goma y se pasa por turrax. Fallo típico por hidratación incompleta que genera microaglomerados insolubles.;RAYKAT ROOT ECO COREA;ID-255 || CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;La versión final mantiene una matriz estable sin posos, con el 4% de nitrógeno solicitado y una reología adecuada para su uso. Los ajustes en goma y monoetanolamina permitieron asegurar compatibilidad total. Se cumplen completamente los requisitos de diseño y de mercado.;;;;;;;;
RAYKAT ROOT ECO COREA;Formulación con microelementos y aminoácidos adaptada para mercado Corea, orientada a estabilidad, viscosidad y homogeneidad.;ID-209;CALIDAD - RAYKAT ROOT ECO COREA F1 R2;26/08/2025;NOK;MONOPROPILENGLICOL;2,115;Formó bolitas de goma. Se repite hidratación de la goma y se pasa por turrax. Fallo típico por hidratación incompleta que genera microaglomerados insolubles.;RAYKAT ROOT ECO COREA;ID-255 || CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;La versión final mantiene una matriz estable sin posos, con el 4% de nitrógeno solicitado y una reología adecuada para su uso. Los ajustes en goma y monoetanolamina permitieron asegurar compatibilidad total. Se cumplen completamente los requisitos de diseño y de mercado.;;;;;;;;
RAYKAT ROOT ECO COREA;Formulación con microelementos y aminoácidos adaptada para mercado Corea, orientada a estabilidad, viscosidad y homogeneidad.;ID-209;CALIDAD - RAYKAT ROOT ECO COREA F1 R2;26/08/2025;NOK;GOMA XANTANA;0,085;Formó bolitas de goma. Se repite hidratación de la goma y se pasa por turrax. Fallo típico por hidratación incompleta que genera microaglomerados insolubles.;RAYKAT ROOT ECO COREA;ID-255 || CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;La versión final mantiene una matriz estable sin posos, con el 4% de nitrógeno solicitado y una reología adecuada para su uso. Los ajustes en goma y monoetanolamina permitieron asegurar compatibilidad total. Se cumplen completamente los requisitos de diseño y de mercado.;;;;;;;;
RAYKAT ROOT ECO COREA;Formulación con microelementos y aminoácidos adaptada para mercado Corea, orientada a estabilidad, viscosidad y homogeneidad.;ID-209;CALIDAD - RAYKAT ROOT ECO COREA F1 R2;26/08/2025;NOK;PHL EU;10;Formó bolitas de goma. Se repite hidratación de la goma y se pasa por turrax. Fallo típico por hidratación incompleta que genera microaglomerados insolubles.;RAYKAT ROOT ECO COREA;ID-255 || CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;La versión final mantiene una matriz estable sin posos, con el 4% de nitrógeno solicitado y una reología adecuada para su uso. Los ajustes en goma y monoetanolamina permitieron asegurar compatibilidad total. Se cumplen completamente los requisitos de diseño y de mercado.;;;;;;;;
RAYKAT ROOT ECO COREA;Formulación con microelementos y aminoácidos adaptada para mercado Corea, orientada a estabilidad, viscosidad y homogeneidad.;ID-209;CALIDAD - RAYKAT ROOT ECO COREA F1 R2;26/08/2025;NOK;PVL-14;31,4;Formó bolitas de goma. Se repite hidratación de la goma y se pasa por turrax. Fallo típico por hidratación incompleta que genera microaglomerados insolubles.;RAYKAT ROOT ECO COREA;ID-255 || CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;La versión final mantiene una matriz estable sin posos, con el 4% de nitrógeno solicitado y una reología adecuada para su uso. Los ajustes en goma y monoetanolamina permitieron asegurar compatibilidad total. Se cumplen completamente los requisitos de diseño y de mercado.;;;;;;;;
RAYKAT ROOT ECO COREA;Formulación con microelementos y aminoácidos adaptada para mercado Corea, orientada a estabilidad, viscosidad y homogeneidad.;ID-255;CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;30/09/2025;LIBERADO;AGUA INICIAL;28,6;"En F1 hizo poso; se sube xantana, se baja monoeta y se añade urea. El poso sugiere floculación de fases por baja viscosidad; se corrige para evitar sedimentación y mejorar compatibilidad.";RAYKAT ROOT ECO COREA;ID-255 || CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;La versión final mantiene una matriz estable sin posos, con el 4% de nitrógeno solicitado y una reología adecuada para su uso. Los ajustes en goma y monoetanolamina permitieron asegurar compatibilidad total. Se cumplen completamente los requisitos de diseño y de mercado.;;;;;;;;
RAYKAT ROOT ECO COREA;Formulación con microelementos y aminoácidos adaptada para mercado Corea, orientada a estabilidad, viscosidad y homogeneidad.;ID-255;CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;30/09/2025;LIBERADO;BIOPOL KF78;0,1;"En F1 hizo poso; se sube xantana, se baja monoeta y se añade urea. El poso sugiere floculación de fases por baja viscosidad; se corrige para evitar sedimentación y mejorar compatibilidad.";RAYKAT ROOT ECO COREA;ID-255 || CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;La versión final mantiene una matriz estable sin posos, con el 4% de nitrógeno solicitado y una reología adecuada para su uso. Los ajustes en goma y monoetanolamina permitieron asegurar compatibilidad total. Se cumplen completamente los requisitos de diseño y de mercado.;;;;;;;;
RAYKAT ROOT ECO COREA;Formulación con microelementos y aminoácidos adaptada para mercado Corea, orientada a estabilidad, viscosidad y homogeneidad.;ID-255;CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;30/09/2025;LIBERADO;EDTA TETRASODICO;0,1;"En F1 hizo poso; se sube xantana, se baja monoeta y se añade urea. El poso sugiere floculación de fases por baja viscosidad; se corrige para evitar sedimentación y mejorar compatibilidad.";RAYKAT ROOT ECO COREA;ID-255 || CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;La versión final mantiene una matriz estable sin posos, con el 4% de nitrógeno solicitado y una reología adecuada para su uso. Los ajustes en goma y monoetanolamina permitieron asegurar compatibilidad total. Se cumplen completamente los requisitos de diseño y de mercado.;;;;;;;;
RAYKAT ROOT ECO COREA;Formulación con microelementos y aminoácidos adaptada para mercado Corea, orientada a estabilidad, viscosidad y homogeneidad.;ID-255;CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;30/09/2025;LIBERADO;ACIDO GLUCONICO 50%;7;"En F1 hizo poso; se sube xantana, se baja monoeta y se añade urea. El poso sugiere floculación de fases por baja viscosidad; se corrige para evitar sedimentación y mejorar compatibilidad.";RAYKAT ROOT ECO COREA;ID-255 || CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;La versión final mantiene una matriz estable sin posos, con el 4% de nitrógeno solicitado y una reología adecuada para su uso. Los ajustes en goma y monoetanolamina permitieron asegurar compatibilidad total. Se cumplen completamente los requisitos de diseño y de mercado.;;;;;;;;
RAYKAT ROOT ECO COREA;Formulación con microelementos y aminoácidos adaptada para mercado Corea, orientada a estabilidad, viscosidad y homogeneidad.;ID-255;CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;30/09/2025;LIBERADO;UREA BIG BAG;1;"En F1 hizo poso; se sube xantana, se baja monoeta y se añade urea. El poso sugiere floculación de fases por baja viscosidad; se corrige para evitar sedimentación y mejorar compatibilidad.";RAYKAT ROOT ECO COREA;ID-255 || CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;La versión final mantiene una matriz estable sin posos, con el 4% de nitrógeno solicitado y una reología adecuada para su uso. Los ajustes en goma y monoetanolamina permitieron asegurar compatibilidad total. Se cumplen completamente los requisitos de diseño y de mercado.;;;;;;;;
RAYKAT ROOT ECO COREA;Formulación con microelementos y aminoácidos adaptada para mercado Corea, orientada a estabilidad, viscosidad y homogeneidad.;ID-255;CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;30/09/2025;LIBERADO;ALANTOINA;0,5;"En F1 hizo poso; se sube xantana, se baja monoeta y se añade urea. El poso sugiere floculación de fases por baja viscosidad; se corrige para evitar sedimentación y mejorar compatibilidad.";RAYKAT ROOT ECO COREA;ID-255 || CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;La versión final mantiene una matriz estable sin posos, con el 4% de nitrógeno solicitado y una reología adecuada para su uso. Los ajustes en goma y monoetanolamina permitieron asegurar compatibilidad total. Se cumplen completamente los requisitos de diseño y de mercado.;;;;;;;;
RAYKAT ROOT ECO COREA;Formulación con microelementos y aminoácidos adaptada para mercado Corea, orientada a estabilidad, viscosidad y homogeneidad.;ID-255;CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;30/09/2025;LIBERADO;L-TRIPTOFANO;1,5;"En F1 hizo poso; se sube xantana, se baja monoeta y se añade urea. El poso sugiere floculación de fases por baja viscosidad; se corrige para evitar sedimentación y mejorar compatibilidad.";RAYKAT ROOT ECO COREA;ID-255 || CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;La versión final mantiene una matriz estable sin posos, con el 4% de nitrógeno solicitado y una reología adecuada para su uso. Los ajustes en goma y monoetanolamina permitieron asegurar compatibilidad total. Se cumplen completamente los requisitos de diseño y de mercado.;;;;;;;;
RAYKAT ROOT ECO COREA;Formulación con microelementos y aminoácidos adaptada para mercado Corea, orientada a estabilidad, viscosidad y homogeneidad.;ID-255;CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;30/09/2025;LIBERADO;L-PROLINA;1,2;"En F1 hizo poso; se sube xantana, se baja monoeta y se añade urea. El poso sugiere floculación de fases por baja viscosidad; se corrige para evitar sedimentación y mejorar compatibilidad.";RAYKAT ROOT ECO COREA;ID-255 || CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;La versión final mantiene una matriz estable sin posos, con el 4% de nitrógeno solicitado y una reología adecuada para su uso. Los ajustes en goma y monoetanolamina permitieron asegurar compatibilidad total. Se cumplen completamente los requisitos de diseño y de mercado.;;;;;;;;
RAYKAT ROOT ECO COREA;Formulación con microelementos y aminoácidos adaptada para mercado Corea, orientada a estabilidad, viscosidad y homogeneidad.;ID-255;CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;30/09/2025;LIBERADO;L-ASPARTICO;1,2;"En F1 hizo poso; se sube xantana, se baja monoeta y se añade urea. El poso sugiere floculación de fases por baja viscosidad; se corrige para evitar sedimentación y mejorar compatibilidad.";RAYKAT ROOT ECO COREA;ID-255 || CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;La versión final mantiene una matriz estable sin posos, con el 4% de nitrógeno solicitado y una reología adecuada para su uso. Los ajustes en goma y monoetanolamina permitieron asegurar compatibilidad total. Se cumplen completamente los requisitos de diseño y de mercado.;;;;;;;;
RAYKAT ROOT ECO COREA;Formulación con microelementos y aminoácidos adaptada para mercado Corea, orientada a estabilidad, viscosidad y homogeneidad.;ID-255;CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;30/09/2025;LIBERADO;GLUTAMATO MONOSODICO;1,2;"En F1 hizo poso; se sube xantana, se baja monoeta y se añade urea. El poso sugiere floculación de fases por baja viscosidad; se corrige para evitar sedimentación y mejorar compatibilidad.";RAYKAT ROOT ECO COREA;ID-255 || CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;La versión final mantiene una matriz estable sin posos, con el 4% de nitrógeno solicitado y una reología adecuada para su uso. Los ajustes en goma y monoetanolamina permitieron asegurar compatibilidad total. Se cumplen completamente los requisitos de diseño y de mercado.;;;;;;;;
RAYKAT ROOT ECO COREA;Formulación con microelementos y aminoácidos adaptada para mercado Corea, orientada a estabilidad, viscosidad y homogeneidad.;ID-255;CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;30/09/2025;LIBERADO;MONOETANOLAMINA;2;"En F1 hizo poso; se sube xantana, se baja monoeta y se añade urea. El poso sugiere floculación de fases por baja viscosidad; se corrige para evitar sedimentación y mejorar compatibilidad.";RAYKAT ROOT ECO COREA;ID-255 || CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;La versión final mantiene una matriz estable sin posos, con el 4% de nitrógeno solicitado y una reología adecuada para su uso. Los ajustes en goma y monoetanolamina permitieron asegurar compatibilidad total. Se cumplen completamente los requisitos de diseño y de mercado.;;;;;;;;
RAYKAT ROOT ECO COREA;Formulación con microelementos y aminoácidos adaptada para mercado Corea, orientada a estabilidad, viscosidad y homogeneidad.;ID-255;CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;30/09/2025;LIBERADO;SULFATO DE HIERRO;6,5;"En F1 hizo poso; se sube xantana, se baja monoeta y se añade urea. El poso sugiere floculación de fases por baja viscosidad; se corrige para evitar sedimentación y mejorar compatibilidad.";RAYKAT ROOT ECO COREA;ID-255 || CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;La versión final mantiene una matriz estable sin posos, con el 4% de nitrógeno solicitado y una reología adecuada para su uso. Los ajustes en goma y monoetanolamina permitieron asegurar compatibilidad total. Se cumplen completamente los requisitos de diseño y de mercado.;;;;;;;;
RAYKAT ROOT ECO COREA;Formulación con microelementos y aminoácidos adaptada para mercado Corea, orientada a estabilidad, viscosidad y homogeneidad.;ID-255;CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;30/09/2025;LIBERADO;SULFATO DE ZINC MONOHIDRATADO;1,6;"En F1 hizo poso; se sube xantana, se baja monoeta y se añade urea. El poso sugiere floculación de fases por baja viscosidad; se corrige para evitar sedimentación y mejorar compatibilidad.";RAYKAT ROOT ECO COREA;ID-255 || CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;La versión final mantiene una matriz estable sin posos, con el 4% de nitrógeno solicitado y una reología adecuada para su uso. Los ajustes en goma y monoetanolamina permitieron asegurar compatibilidad total. Se cumplen completamente los requisitos de diseño y de mercado.;;;;;;;;
RAYKAT ROOT ECO COREA;Formulación con microelementos y aminoácidos adaptada para mercado Corea, orientada a estabilidad, viscosidad y homogeneidad.;ID-255;CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;30/09/2025;LIBERADO;KELIK BORO;3,5;"En F1 hizo poso; se sube xantana, se baja monoeta y se añade urea. El poso sugiere floculación de fases por baja viscosidad; se corrige para evitar sedimentación y mejorar compatibilidad.";RAYKAT ROOT ECO COREA;ID-255 || CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;La versión final mantiene una matriz estable sin posos, con el 4% de nitrógeno solicitado y una reología adecuada para su uso. Los ajustes en goma y monoetanolamina permitieron asegurar compatibilidad total. Se cumplen completamente los requisitos de diseño y de mercado.;;;;;;;;
RAYKAT ROOT ECO COREA;Formulación con microelementos y aminoácidos adaptada para mercado Corea, orientada a estabilidad, viscosidad y homogeneidad.;ID-255;CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;30/09/2025;LIBERADO;MONOPROPILENGLICOL;2,5;"En F1 hizo poso; se sube xantana, se baja monoeta y se añade urea. El poso sugiere floculación de fases por baja viscosidad; se corrige para evitar sedimentación y mejorar compatibilidad.";RAYKAT ROOT ECO COREA;ID-255 || CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;La versión final mantiene una matriz estable sin posos, con el 4% de nitrógeno solicitado y una reología adecuada para su uso. Los ajustes en goma y monoetanolamina permitieron asegurar compatibilidad total. Se cumplen completamente los requisitos de diseño y de mercado.;;;;;;;;
RAYKAT ROOT ECO COREA;Formulación con microelementos y aminoácidos adaptada para mercado Corea, orientada a estabilidad, viscosidad y homogeneidad.;ID-255;CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;30/09/2025;LIBERADO;GOMA XANTANA;0,1;"En F1 hizo poso; se sube xantana, se baja monoeta y se añade urea. El poso sugiere floculación de fases por baja viscosidad; se corrige para evitar sedimentación y mejorar compatibilidad.";RAYKAT ROOT ECO COREA;ID-255 || CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;La versión final mantiene una matriz estable sin posos, con el 4% de nitrógeno solicitado y una reología adecuada para su uso. Los ajustes en goma y monoetanolamina permitieron asegurar compatibilidad total. Se cumplen completamente los requisitos de diseño y de mercado.;;;;;;;;
RAYKAT ROOT ECO COREA;Formulación con microelementos y aminoácidos adaptada para mercado Corea, orientada a estabilidad, viscosidad y homogeneidad.;ID-255;CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;30/09/2025;LIBERADO;PHL EU;10;"En F1 hizo poso; se sube xantana, se baja monoeta y se añade urea. El poso sugiere floculación de fases por baja viscosidad; se corrige para evitar sedimentación y mejorar compatibilidad.";RAYKAT ROOT ECO COREA;ID-255 || CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;La versión final mantiene una matriz estable sin posos, con el 4% de nitrógeno solicitado y una reología adecuada para su uso. Los ajustes en goma y monoetanolamina permitieron asegurar compatibilidad total. Se cumplen completamente los requisitos de diseño y de mercado.;;;;;;;;
RAYKAT ROOT ECO COREA;Formulación con microelementos y aminoácidos adaptada para mercado Corea, orientada a estabilidad, viscosidad y homogeneidad.;ID-255;CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;30/09/2025;LIBERADO;PVL-14;31,4;"En F1 hizo poso; se sube xantana, se baja monoeta y se añade urea. El poso sugiere floculación de fases por baja viscosidad; se corrige para evitar sedimentación y mejorar compatibilidad.";RAYKAT ROOT ECO COREA;ID-255 || CALIDAD - ID.2025.106 RAYKAT ROOT ECO COREA F2;La versión final mantiene una matriz estable sin posos, con el 4% de nitrógeno solicitado y una reología adecuada para su uso. Los ajustes en goma y monoetanolamina permitieron asegurar compatibilidad total. Se cumplen completamente los requisitos de diseño y de mercado.;;;;;;;;
FITOMARE F1 - 19;Formulación con aminoácidos y extractos de algas orientada a estabilidad, color y compatibilidad para variantes XT95, MI-100 y Bioatlantis.;ID-169;CALIDAD - FITOMARE F1-19 - 2L - BIOATLANTIS - NORLAN FFV19;09/07/2025;NOK;AGUA INICIAL;53,4;"Ensayo con MI100 y norlan FFV19; presenta precipitados por incompatibilidad polisacáridos–sales metálicas.";FITOMARE F1 - 19;ID-170 || CALIDAD - ID.2025.70 FITOMARE F1-19 MI-100;Se ha formulado un bioestimulante con algas MI-100 (hay alternativa con xt95) y aminoácidos AAV20 que mantiene fluidez, color y estabilidad. La combinación cumple los estándares funcionales de crecimiento y recuperación vegetal. El producto satisface todos los criterios establecidos en el diseño.;;;;;;;;
FITOMARE F1 - 19;Formulación con aminoácidos y extractos de algas orientada a estabilidad, color y compatibilidad para variantes XT95, MI-100 y Bioatlantis.;ID-169;CALIDAD - FITOMARE F1-19 - 2L - BIOATLANTIS - NORLAN FFV19;09/07/2025;NOK;EDTA TETRASODICO;0,3;"Ensayo con MI100 y norlan FFV19; presenta precipitados por incompatibilidad polisacáridos–sales metálicas.";FITOMARE F1 - 19;ID-170 || CALIDAD - ID.2025.70 FITOMARE F1-19 MI-100;Se ha formulado un bioestimulante con algas MI-100 (hay alternativa con xt95) y aminoácidos AAV20 que mantiene fluidez, color y estabilidad. La combinación cumple los estándares funcionales de crecimiento y recuperación vegetal. El producto satisface todos los criterios establecidos en el diseño.;;;;;;;;
FITOMARE F1 - 19;Formulación con aminoácidos y extractos de algas orientada a estabilidad, color y compatibilidad para variantes XT95, MI-100 y Bioatlantis.;ID-169;CALIDAD - FITOMARE F1-19 - 2L - BIOATLANTIS - NORLAN FFV19;09/07/2025;NOK;HIDROXIDO POTASICO;2,8;"Ensayo con MI100 y norlan FFV19; presenta precipitados por incompatibilidad polisacáridos–sales metálicas.";FITOMARE F1 - 19;ID-170 || CALIDAD - ID.2025.70 FITOMARE F1-19 MI-100;Se ha formulado un bioestimulante con algas MI-100 (hay alternativa con xt95) y aminoácidos AAV20 que mantiene fluidez, color y estabilidad. La combinación cumple los estándares funcionales de crecimiento y recuperación vegetal. El producto satisface todos los criterios establecidos en el diseño.;;;;;;;;
FITOMARE F1 - 19;Formulación con aminoácidos y extractos de algas orientada a estabilidad, color y compatibilidad para variantes XT95, MI-100 y Bioatlantis.;ID-169;CALIDAD - FITOMARE F1-19 - 2L - BIOATLANTIS - NORLAN FFV19;09/07/2025;NOK;BIOPOL KF78;0,1;"Ensayo con MI100 y norlan FFV19; presenta precipitados por incompatibilidad polisacáridos–sales metálicas.";FITOMARE F1 - 19;ID-170 || CALIDAD - ID.2025.70 FITOMARE F1-19 MI-100;Se ha formulado un bioestimulante con algas MI-100 (hay alternativa con xt95) y aminoácidos AAV20 que mantiene fluidez, color y estabilidad. La combinación cumple los estándares funcionales de crecimiento y recuperación vegetal. El producto satisface todos los criterios establecidos en el diseño.;;;;;;;;
FITOMARE F1 - 19;Formulación con aminoácidos y extractos de algas orientada a estabilidad, color y compatibilidad para variantes XT95, MI-100 y Bioatlantis.;ID-169;CALIDAD - FITOMARE F1-19 - 2L - BIOATLANTIS - NORLAN FFV19;09/07/2025;NOK;GLICINA;0,5;"Ensayo con MI100 y norlan FFV19; presenta precipitados por incompatibilidad polisacáridos–sales metálicas.";FITOMARE F1 - 19;ID-170 || CALIDAD - ID.2025.70 FITOMARE F1-19 MI-100;Se ha formulado un bioestimulante con algas MI-100 (hay alternativa con xt95) y aminoácidos AAV20 que mantiene fluidez, color y estabilidad. La combinación cumple los estándares funcionales de crecimiento y recuperación vegetal. El producto satisface todos los criterios establecidos en el diseño.;;;;;;;;
FITOMARE F1 - 19;Formulación con aminoácidos y extractos de algas orientada a estabilidad, color y compatibilidad para variantes XT95, MI-100 y Bioatlantis.;ID-169;CALIDAD - FITOMARE F1-19 - 2L - BIOATLANTIS - NORLAN FFV19;09/07/2025;NOK;GLUTAMATO MONOSODICO;0,6;"Ensayo con MI100 y norlan FFV19; presenta precipitados por incompatibilidad polisacáridos–sales metálicas.";FITOMARE F1 - 19;ID-170 || CALIDAD - ID.2025.70 FITOMARE F1-19 MI-100;Se ha formulado un bioestimulante con algas MI-100 (hay alternativa con xt95) y aminoácidos AAV20 que mantiene fluidez, color y estabilidad. La combinación cumple los estándares funcionales de crecimiento y recuperación vegetal. El producto satisface todos los criterios establecidos en el diseño.;;;;;;;;
FITOMARE F1 - 19;Formulación con aminoácidos y extractos de algas orientada a estabilidad, color y compatibilidad para variantes XT95, MI-100 y Bioatlantis.;ID-169;CALIDAD - FITOMARE F1-19 - 2L - BIOATLANTIS - NORLAN FFV19;09/07/2025;NOK;POLIOL 70/70;5,88;"Ensayo con MI100 y norlan FFV19; presenta precipitados por incompatibilidad polisacáridos–sales metálicas.";FITOMARE F1 - 19;ID-170 || CALIDAD - ID.2025.70 FITOMARE F1-19 MI-100;Se ha formulado un bioestimulante con algas MI-100 (hay alternativa con xt95) y aminoácidos AAV20 que mantiene fluidez, color y estabilidad. La combinación cumple los estándares funcionales de crecimiento y recuperación vegetal. El producto satisface todos los criterios establecidos en el diseño.;;;;;;;;
FITOMARE F1 - 19;Formulación con aminoácidos y extractos de algas orientada a estabilidad, color y compatibilidad para variantes XT95, MI-100 y Bioatlantis.;ID-169;CALIDAD - FITOMARE F1-19 - 2L - BIOATLANTIS - NORLAN FFV19;09/07/2025;NOK;KELIK BORO LIQUIDO;3,2;"Ensayo con MI100 y norlan FFV19; presenta precipitados por incompatibilidad polisacáridos–sales metálicas.";FITOMARE F1 - 19;ID-170 || CALIDAD - ID.2025.70 FITOMARE F1-19 MI-100;Se ha formulado un bioestimulante con algas MI-100 (hay alternativa con xt95) y aminoácidos AAV20 que mantiene fluidez, color y estabilidad. La combinación cumple los estándares funcionales de crecimiento y recuperación vegetal. El producto satisface todos los criterios establecidos en el diseño.;;;;;;;;
FITOMARE F1 - 19;Formulación con aminoácidos y extractos de algas orientada a estabilidad, color y compatibilidad para variantes XT95, MI-100 y Bioatlantis.;ID-169;CALIDAD - FITOMARE F1-19 - 2L - BIOATLANTIS - NORLAN FFV19;09/07/2025;NOK;FOSFATO MONOAMONICO PARA LIQUIDOS;4,95;"Ensayo con MI100 y norlan FFV19; presenta precipitados por incompatibilidad polisacáridos–sales metálicas.";FITOMARE F1 - 19;ID-170 || CALIDAD - ID.2025.70 FITOMARE F1-19 MI-100;Se ha formulado un bioestimulante con algas MI-100 (hay alternativa con xt95) y aminoácidos AAV20 que mantiene fluidez, color y estabilidad. La combinación cumple los estándares funcionales de crecimiento y recuperación vegetal. El producto satisface todos los criterios establecidos en el diseño.;;;;;;;;
FITOMARE F1 - 19;Formulación con aminoácidos y extractos de algas orientada a estabilidad, color y compatibilidad para variantes XT95, MI-100 y Bioatlantis.;ID-169;CALIDAD - FITOMARE F1-19 - 2L - BIOATLANTIS - NORLAN FFV19;09/07/2025;NOK;MOLIBDATO SODICO;0,52;"Ensayo con MI100 y norlan FFV19; presenta precipitados por incompatibilidad polisacáridos–sales metálicas.";FITOMARE F1 - 19;ID-170 || CALIDAD - ID.2025.70 FITOMARE F1-19 MI-100;Se ha formulado un bioestimulante con algas MI-100 (hay alternativa con xt95) y aminoácidos AAV20 que mantiene fluidez, color y estabilidad. La combinación cumple los estándares funcionales de crecimiento y recuperación vegetal. El producto satisface todos los criterios establecidos en el diseño.;;;;;;;;
FITOMARE F1 - 19;Formulación con aminoácidos y extractos de algas orientada a estabilidad, color y compatibilidad para variantes XT95, MI-100 y Bioatlantis.;ID-169;CALIDAD - FITOMARE F1-19 - 2L - BIOATLANTIS - NORLAN FFV19;09/07/2025;NOK;EXTRACTO DE ALGAS BIOATLANTIS;9,2;"Ensayo con MI100 y norlan FFV19; presenta precipitados por incompatibilidad polisacáridos–sales metálicas.";FITOMARE F1 - 19;ID-170 || CALIDAD - ID.2025.70 FITOMARE F1-19 MI-100;Se ha formulado un bioestimulante con algas MI-100 (hay alternativa con xt95) y aminoácidos AAV20 que mantiene fluidez, color y estabilidad. La combinación cumple los estándares funcionales de crecimiento y recuperación vegetal. El producto satisface todos los criterios establecidos en el diseño.;;;;;;;;
FITOMARE F1 - 19;Formulación con aminoácidos y extractos de algas orientada a estabilidad, color y compatibilidad para variantes XT95, MI-100 y Bioatlantis.;ID-169;CALIDAD - FITOMARE F1-19 - 2L - BIOATLANTIS - NORLAN FFV19;09/07/2025;NOK;NITRATO AMONICO;13,2;"Ensayo con MI100 y norlan FFV19; presenta precipitados por incompatibilidad polisacáridos–sales metálicas.";FITOMARE F1 - 19;ID-170 || CALIDAD - ID.2025.70 FITOMARE F1-19 MI-100;Se ha formulado un bioestimulante con algas MI-100 (hay alternativa con xt95) y aminoácidos AAV20 que mantiene fluidez, color y estabilidad. La combinación cumple los estándares funcionales de crecimiento y recuperación vegetal. El producto satisface todos los criterios establecidos en el diseño.;;;;;;;;
